County,TotalPop,White,White_Percent,Black,Black_Percent,NativeAm,Native_Percent,Asian,Asian_Percent,Hawaiian,Hawaiian_Percent,Other,Other_Percent,Mix,Mix_Percent,Hispanic,Hispanic_Percent,Abbott-R,Abbott_Percent,Davis-D,Davis_Percent,Glass-L,Glass_Percent,Parmer-G,Pavitt-I,Total,Total,TurnOut%
Hall,3353,1998,59.5884282731882,235,7.00864897107068,13,0.650650650650651,2,0.0596480763495377,0,0,2,0.0596480763495377,16,0.477184610796302,1087,32.4187294959737,485,14.4646585147629,74,2.2069788249329,6,0.178944229048613,5,0,570,2034,28.02%
Hamilton,8517,7495,88.0004696489374,38,0.446166490548315,31,0.413609072715143,31,0.363977926499941,1,0.011741223435482,3,0.0352236703064459,55,0.645767288951509,863,10.1326758248209,1891,22.2026535164964,491,5.76494070682165,38,0.446166490548315,10,0,2430,5378,45.18%
Hansford,5613,3088,55.0151434170675,31,0.552289328344914,11,0.356217616580311,16,0.285052556565117,0,0,6,0.106894708711919,31,0.552289328344914,2430,43.2923570283271,1105,19.6864421877784,55,0.979868163192589,10,0.178157847853198,6,0,1176,3072,38.28%
Hardeman,4139,2938,70.9833293065958,217,5.24281227349601,15,0.510551395507148,12,0.289925102681807,0,0,1,0.0241604252234839,67,1.61874848997342,889,21.4786180236772,523,12.6359023918821,130,3.14085527905291,11,0.265764677458323,2,0,666,2565,25.96%
Hardin,54635,48088,88.0168390226046,3181,5.82227509838016,182,0.378472799866911,269,0.49235837832891,6,0.0109819712638419,19,0.0347762423354992,506,0.926146243250663,2384,4.36350324883317,9923,18.1623501418505,1494,2.73451084469662,122,0.223300082364784,37,0,11576,35997,32.16%
Harris,4092459,1349646,32.978852078909,754258,18.4304351002661,8150,0.603862049752306,249853,6.10520471921649,2260,0.0552235220927076,7914,0.193380068071543,48838,1.19336565131135,1671540,40.8443920879843,349639,8.5434942659169,320160,7.8231693952218,7818,0.191034290141942,2431,28,680076,2062792,32.97%
Harrison,65631,42654,64.9906294281666,14303,21.7930551111517,277,0.649411544052141,331,0.504334841766848,26,0.0396154256372751,52,0.0792308512745501,734,1.11837393914461,7254,11.0527037527997,10384,15.8217915314409,4086,6.22571650591946,158,0.240739894257287,30,2,14660,42742,34.3%
Hartley,6062,4111,67.8159023424612,416,6.86242164302211,18,0.437849671612746,29,0.478389970306829,3,0.0494886176179479,8,0.131969646981194,29,0.478389970306829,1448,23.8865061035962,1006,16.5951831078852,87,1.43516991092049,12,0.197954470471791,3,0,1108,2855,38.81%
Haskell,5899,4148,70.3170028818444,203,3.44126123071707,25,0.602700096432015,31,0.525512798779454,0,0,3,0.0508560773012375,75,1.27140193253094,1414,23.9701644346499,821,13.917613154772,230,3.89896592642821,8,0.135616206136633,5,1,1065,3502,30.41%
Hays,157107,92062,58.5982801530167,4970,3.1634491142979,502,0.545284699441681,1699,1.08142858052156,104,0.0661969231160928,226,0.143851006002279,2143,1.36403852151718,55401,35.2632282457179,21002,13.3679594161941,17300,11.0116035568116,850,0.541032544698836,173,6,39331,106581,36.9%
Hemphill,3807,2656,69.76622012083,4,0.105069608615708,12,0.451807228915663,18,0.472813238770686,3,0.0788022064617809,0,0,28,0.735487260309955,1086,28.5263987391647,715,18.7811925400578,100,2.6267402153927,10,0.26267402153927,5,0,830,2281,36.39%
Henderson,78532,63494,80.851118015586,4813,6.12871186268018,349,0.54965823542382,318,0.404930474201599,27,0.0343808893190037,76,0.0967758366016401,965,1.22879845158661,8490,10.8108796414201,13118,16.7040187439515,3689,4.69744817399277,255,0.324708399123924,60,3,17125,49175,34.82%
Hidalgo,774769,60553,7.81561988153889,2777,0.358429415735529,524,0.865357620596833,7122,0.919241735278515,49,0.00632446574398304,348,0.0449166138552265,1190,0.15359416806816,702206,90.6342406575379,27909,3.60223498875149,50303,6.49264490448121,1350,0.174245484783206,572,85,80219,318772,25.17%
Hill,35089,25836,73.6299125081935,2161,6.15862521017983,118,0.456727047530577,105,0.299239077773661,20,0.0569979195759355,19,0.0541480235971387,403,1.1485080794551,6427,18.3162814557269,6855,19.5360369346519,1887,5.37775371198951,123,0.350537205392003,40,14,8919,22021,40.5%
Hockley,22935,11795,51.4279485502507,801,3.49247874427731,83,0.703688003391267,60,0.26160889470242,3,0.013080444735121,39,0.170045781556573,161,0.701983867451493,9993,43.570961412688,3222,14.0483976455199,425,1.85306300414214,40,0.174405929801613,10,0,3697,13517,27.35%
Hood,51182,44588,87.1165644171779,225,0.439607674573092,288,0.645913698753028,296,0.57832831854949,32,0.0625219803837287,34,0.0664296041577117,485,0.947598765190887,5234,10.2262514165136,10784,21.0699073893166,2577,5.03497323277715,209,0.408346684381228,61,8,13639,35899,37.99%
Hopkins,35161,26501,75.3704388384858,2448,6.96225932140724,162,0.61129768687974,172,0.489178351013907,14,0.0398168425243878,18,0.0511930832456415,478,1.35946076618981,5368,15.2669150479224,5745,16.3391257359006,1759,5.0027018571713,103,0.292938198572282,30,0,7637,21475,35.56%
Houston,23732,14811,62.4094050227541,6129,25.825889094893,75,0.506380392951185,95,0.400303387830777,1,0.00421371987190292,25,0.105342996797573,232,0.977583010281476,2364,9.96123377717849,3696,15.5739086465532,901,3.79656160458453,41,0.17276251474802,10,2,4650,12915,36%
Howard,35012,18801,53.6987318633611,2079,5.93796412658517,220,1.1701505239083,256,0.731177881869074,13,0.0371301268136639,76,0.217068433679881,312,0.891123043527933,13255,37.8584485319319,3492,9.97372329487033,664,1.89649263109791,111,0.317034159716669,9,3,4279,16785,25.49%
Hudspeth,3476,628,18.0667433831991,30,0.863060989643268,11,1.7515923566879,13,0.373993095512083,0,0,1,0.0287686996547756,25,0.71921749136939,2768,79.6317606444189,267,7.68124280782509,151,4.34407364787112,13,0.373993095512083,6,0,437,1739,25.13%
Hunt,86129,64393,74.7634362409874,6976,8.09947868894333,600,0.931778298883419,897,1.04146106421763,130,0.150936386118497,58,0.0673408491913293,1324,1.53722904016069,11751,13.6434882559881,12294,14.2739379303138,3688,4.28194916926935,250,0.290262280997109,84,8,16324,49123,33.23%
Hutchinson,22150,16482,74.410835214447,512,2.31151241534989,300,1.8201674554059,91,0.410835214446953,3,0.0135440180586907,23,0.103837471783296,353,1.59367945823928,4386,19.8013544018059,3956,17.8600451467269,462,2.08577878103837,61,0.275395033860045,11,4,4494,13432,33.46%
Irion,1599,1153,72.1075672295185,11,0.687929956222639,7,0.607111882046834,3,0.187617260787992,0,0,0,0,18,1.12570356472795,407,25.4534083802376,383,23.9524702939337,43,2.68918073796123,8,0.500312695434647,1,0,435,1313,33.13%
Jack,9044,7289,80.5948695267581,340,3.7593984962406,38,0.521333516257374,30,0.33171163202123,3,0.033171163202123,6,0.0663423264042459,55,0.608137992038921,1283,14.1862007961079,1473,16.2870411322424,225,2.48783724015922,23,0.254312251216276,6,0,1727,4783,36.11%
Jackson,14075,8855,62.9129662522203,942,6.69271758436945,35,0.395256916996047,50,0.355239786856128,1,0.00710479573712256,8,0.0568383658969805,105,0.746003552397869,4079,28.9804618117229,2420,17.1936056838366,488,3.46714031971581,20,0.142095914742451,16,1,2945,8796,33.48%
Jasper,35710,26939,75.4382525903108,5931,16.6087930551666,168,0.623631166709974,200,0.560067208064968,12,0.0336040324838981,21,0.0588070568468216,422,1.18174180901708,2017,5.6482777933352,5644,15.8050966115934,1415,3.96247549705965,61,0.170820498459815,13,2,7135,22331,31.95%
Jeff Davis,2342,1490,63.6208368915457,10,0.426985482493595,8,0.536912751677852,7,0.298889837745517,1,0.0426985482493595,1,0.0426985482493595,35,1.49444918872758,790,33.731853116994,623,26.601195559351,366,15.6276686592656,31,1.32365499573015,9,0,1029,1684,61.1%
Jefferson,252273,112503,44.5957355721778,84500,33.4954592841882,747,0.663982293805499,8525,3.37927562600833,64,0.0253693419430538,255,0.101080971804355,2780,1.1019807906514,42899,17.0049906252354,26876,10.6535380322111,25799,10.2266195748257,411,0.162918742790548,103,26,53215,146020,36.44%
Jim Hogg,5300,334,6.30188679245283,18,0.339622641509434,14,4.19161676646707,14,0.264150943396226,0,0,0,0,13,0.245283018867925,4907,92.5849056603774,190,3.58490566037736,521,9.83018867924528,7,0.132075471698113,2,0,720,3853,18.69%
Jim Wells,40838,8062,19.7414173074098,156,0.381997159508301,97,1.20317539072191,134,0.328125765218669,4,0.00979479896175131,28,0.0685635927322592,103,0.252216073265096,32254,78.9803614280817,2589,6.33968362799354,3016,7.38527841716049,72,0.176306381311524,31,3,5711,25634,22.28%
Johnson,150934,115545,76.5533279446645,3797,2.5156691004015,741,0.641308581072309,951,0.630076722275962,475,0.314707090516385,164,0.108656763883552,1942,1.28665509427962,27319,18.0999642227729,22715,15.0496243391151,5978,3.9606715518041,435,0.288205440788689,135,9,29272,84067,34.82%
Jones,20202,12549,62.1176121176121,2292,11.3454113454113,62,0.494063271973863,76,0.376200376200376,1,0.00495000495000495,27,0.133650133650134,186,0.920700920700921,5009,24.7945747945748,2745,13.5877635877636,534,2.64330264330264,42,0.207900207900208,16,4,3341,9887,33.79%
Karnes,14824,5956,40.1780895844576,1351,9.11359956826768,37,0.621222296843519,25,0.168645439827307,2,0.0134916351861846,18,0.121424716675661,59,0.398003237992445,7376,49.7571505666487,1770,11.9400971397733,715,4.82325957906098,26,0.175391257420399,10,0,2521,7802,32.31%
Kaufman,103350,72328,69.9835510401548,10571,10.2283502660861,551,0.761807322198872,869,0.840832123850992,32,0.03096274794388,69,0.0667634252539913,1382,1.33720367682632,17548,16.9791969037252,14590,14.1170778906628,5449,5.27237542331882,241,0.233188195452346,73,0,20353,61580,33.05%
Kendall,33410,25746,77.0607602514217,138,0.413049985034421,129,0.501048706595199,202,0.604609398383718,13,0.0389105058365759,26,0.0778210116731518,327,0.978748877581562,6829,20.4399880275367,9713,29.0721340915893,1989,5.95330739299611,137,0.410056869200838,35,1,11875,26699,44.48%
Kenedy,416,86,20.6730769230769,1,0.240384615384615,6,6.97674418604651,1,0.240384615384615,0,0,2,0.480769230769231,1,0.240384615384615,319,76.6826923076923,64,15.3846153846154,59,14.1826923076923,2,0.480769230769231,0,0,125,346,36.13%
Kent,808,669,82.7970297029703,6,0.742574257425743,5,0.747384155455904,0,0,0,0,0,0,8,0.99009900990099,120,14.8514851485149,251,31.0643564356436,49,6.06435643564356,7,0.866336633663366,2,1,310,610,50.82%
Kerr,49625,35851,72.2438287153652,739,1.48916876574307,207,0.577389752029232,361,0.727455919395466,19,0.0382871536523929,38,0.0765743073047859,515,1.03778337531486,11895,23.9697732997481,11740,23.6574307304786,2901,5.84584382871537,237,0.477581863979849,51,4,14933,32627,45.77%
Kimble,4607,3450,74.8860429780768,16,0.347297590622965,17,0.492753623188406,19,0.412415888864771,3,0.065118298241806,6,0.130236596483612,19,0.412415888864771,1077,23.3774690688083,1096,23.7898849576731,113,2.45278923377469,12,0.260473192967224,3,0,1224,2877,42.54%
King,286,242,84.6153846153846,0,0,1,0.413223140495868,0,0,0,0,0,0,4,1.3986013986014,39,13.6363636363636,90,31.4685314685315,1,0.34965034965035,2,0.699300699300699,0,0,93,186,50%
Kinney,3598,1496,41.5786548082268,39,1.08393551973319,19,1.27005347593583,10,0.277932184546971,0,0,6,0.166759310728182,24,0.667037242912729,2004,55.6976097832129,747,20.7615341856587,375,10.4224569205114,22,0.611450806003335,4,0,1148,2290,50.13%
Kleberg,32061,7479,23.3274071301581,1070,3.33738810392689,51,0.681909346169274,715,2.23012382645582,26,0.0810954118711207,28,0.0873335204765915,197,0.614453697638876,22495,70.1631265400331,2836,8.84563800255762,2804,8.74582826487009,83,0.258881507127039,34,2,5759,17357,33.18%
Knox,3719,2347,63.1083624630277,209,5.61979026620059,14,0.596506178099702,7,0.188222640494757,1,0.0268889486421081,4,0.107555794568432,36,0.968002151115891,1101,29.604732454961,726,19.5213767141705,159,4.27534283409519,10,0.268889486421081,4,0,899,2372,37.9%
Lamar,49793,37891,76.0970417528568,6628,13.3111079870665,592,1.56237628988414,304,0.610527584198582,5,0.0100415721085293,27,0.0542244893860583,1123,2.25533709557568,3223,6.47279738115799,7785,15.6347277729801,2869,5.76185407587412,171,0.343421766111702,74,0,10899,29729,36.66%
Lamb,13977,6020,43.0707591042427,555,3.97080918652071,39,0.647840531561462,17,0.121628389497031,4,0.0286184445875367,16,0.114473778350147,95,0.679688058953996,7231,51.7349932031194,1841,13.1716391214138,251,1.79580739786793,17,0.121628389497031,2,1,2112,8317,25.39%
Lampasas,19677,14836,75.397672409412,581,2.95268587691213,127,0.856025882987328,184,0.935101895614169,35,0.177872643187478,31,0.157544341108909,440,2.23611322864258,3443,17.4975860141282,3745,19.0323728210601,787,3.99959343395843,74,0.376073588453524,22,0,4628,13067,35.42%
La Salle,6886,894,12.9828637815858,18,0.261399941911124,25,2.79642058165548,6,0.0871333139703747,0,0,5,0.0726110949753122,18,0.261399941911124,5920,85.9715364507697,434,6.3026430438571,422,6.12837641591635,8,0.1161777519605,1,0,865,4094,21.13%
Lavaca,19263,14674,76.1771271349219,1255,6.51508072470539,30,0.20444323292899,56,0.290712765405181,17,0.0882520894980014,18,0.0934433888802367,136,0.706016715984011,3077,15.9736281991382,4180,21.6996314177439,784,4.06997871567253,43,0.223225873436121,16,3,5026,13114,38.33%
Lee,16612,10798,65.0012039489526,1772,10.6669877197207,44,0.407482867197629,52,0.313026727666747,17,0.102335660967975,7,0.0421382133397544,198,1.19190946303877,3724,22.4175294967493,3199,19.2571634962678,963,5.79701420659764,94,0.565856007705273,27,1,4284,9859,43.45%
Leon,16801,13078,77.8406047259092,1181,7.02934349145884,57,0.435846459703319,75,0.446401999880959,2,0.0119040533301589,1,0.00595202666507946,147,0.874947919766681,2260,13.4515802630796,3694,21.9867865008035,511,3.0414856258556,39,0.232129039938099,5,2,4251,10887,39.05%
Liberty,75643,52321,69.1683301825681,8074,10.6738230900414,289,0.552359473251658,337,0.445513795063654,23,0.0304059860132464,120,0.158639927025634,877,1.15939346667901,13602,17.9818357283556,9576,12.6594661766456,2681,3.54428036963103,178,0.23531589175469,67,0,12502,42265,29.58%
Limestone,23384,14433,61.7216900444749,4041,17.2810468696545,68,0.471142520612485,84,0.359219979473144,1,0.00427642832706124,22,0.0940814231953472,270,1.15463564830653,4465,19.0942524803284,3278,14.0181320561067,979,4.18662333219295,31,0.132569278138898,16,2,4306,13405,32.12%
Lipscomb,3302,2213,67.0199878861296,7,0.211992731677771,22,0.994125621328513,10,0.302846759539673,0,0,2,0.0605693519079346,41,1.24167171411266,1007,30.4966686856451,740,22.4106602059358,93,2.81647486371896,14,0.423985463355542,5,1,853,1980,43.08%
Live Oak,11531,6805,59.0148295898014,453,3.92854045616165,62,0.911094783247612,56,0.485647385309167,3,0.0260168242129911,9,0.0780504726389732,83,0.719798803226086,4060,35.2094354349146,2007,17.405255398491,400,3.46890989506548,33,0.286185066342902,15,0,2455,7083,34.66%
Llano,19301,17303,89.6482047562302,102,0.528470027459717,87,0.502802982141825,76,0.393761981244495,5,0.0259053935029273,11,0.0569918657064401,175,0.906688772602456,1542,7.98922335630278,5552,28.7653489456505,1363,7.06181026889799,110,0.569918657064401,27,1,7053,14426,48.89%
Loving,82,60,73.1707317073171,0,0,4,6.66666666666667,0,0,0,0,0,0,0,0,18,21.9512195121951,35,42.6829268292683,4,4.8780487804878,1,1.21951219512195,1,0,41,122,33.61%
Lubbock,278831,159815,57.3160803497459,19957,7.15738207014285,1026,0.641992303601039,5650,2.02631701640062,161,0.0577410689629202,284,0.101853811089872,3014,1.08094150220026,88924,31.8917193568864,36038,12.9246748030169,10438,3.74348619773268,605,0.216977308835818,109,3,47193,157054,30.05%
Lynn,5915,2984,50.4480135249366,113,1.91039729501268,28,0.938337801608579,8,0.135249366018597,0,0,5,0.084530853761623,34,0.574809805579036,2743,46.3736263736264,1013,17.1259509721048,180,3.04311073541843,12,0.202874049027895,3,1,1209,3861,31.31%
Madison,13664,8030,58.7675644028103,2687,19.66481264637,32,0.398505603985056,77,0.563524590163934,1,0.00731850117096019,4,0.0292740046838408,145,1.06118266978923,2688,19.672131147541,1941,14.2052107728337,462,3.38114754098361,21,0.153688524590164,5,0,2429,6943,34.98%
Marion,10546,7564,71.7238763512232,2319,21.9893798596624,72,0.951877313590693,50,0.474113407927176,3,0.0284468044756306,8,0.0758581452683482,202,1.91541816802579,328,3.11018395600228,1480,14.0337568746444,705,6.68499905177318,17,0.16119855869524,11,0,2213,7019,31.53%
Martin,4799,2578,53.719524901021,67,1.39612419254011,15,0.581846392552366,11,0.229214419670765,3,0.0625130235465722,7,0.145863721608668,32,0.66680558449677,2086,43.4673890393832,1016,21.1710773077724,116,2.41717024380079,21,0.437591164826005,2,0,1155,3084,37.45%
Mason,4012,3092,77.0687936191426,14,0.348953140578265,11,0.355756791720569,7,0.174476570289133,0,0,4,0.0997008973080758,20,0.498504486540379,864,21.5353938185444,1104,27.5174476570289,243,6.0568295114656,21,0.523429710867398,2,1,1371,2866,47.84%
Matagorda,36702,17400,47.4088605525584,4060,11.0620674622636,104,0.597701149425287,693,1.88818048062776,7,0.0190725301073511,33,0.0899133562203695,331,0.901858209361888,14074,38.3466841044085,4691,12.7813198190834,2115,5.76262873957822,116,0.31605907035039,29,1,6952,20945,33.19%
Maverick,54258,1552,2.86040768181651,75,0.138228464005308,506,32.6030927835052,140,0.258026466143242,2,0.00368609237347488,15,0.0276456928010616,54,0.0995244940838217,51914,95.6798997382874,1392,2.56552029193852,3723,6.86166095322349,101,0.186147664860481,75,7,5298,28852,18.36%
McCulloch,8283,5568,67.2220210068816,133,1.60569841844742,23,0.413074712643678,28,0.33804177230472,1,0.0120729204394543,9,0.108656283955089,45,0.543281419775444,2476,29.8925510080889,1456,17.5781721598455,258,3.11481347337921,30,0.362187613183629,4,0,1748,5222,33.47%
McLennan,234906,138295,58.8724851642785,33892,14.4278988191021,704,0.509056726562782,3128,1.33159646837458,84,0.0357589844448418,235,0.100040016006403,3097,1.31839970030565,55471,23.6141265016645,30507,12.9868968864141,13092,5.57329314704605,549,0.233710505478787,137,13,44298,128501,34.47%
McMullen,707,432,61.1032531824611,8,1.13154172560113,0,0,3,0.424328147100424,0,0,0,0,3,0.424328147100424,261,36.9165487977369,222,31.4002828854314,34,4.80905233380481,4,0.565770862800566,3,0,263,695,37.84%
Medina,46006,21408,46.5330609050993,913,1.98452375777073,146,0.681988041853513,272,0.591227231230709,24,0.0521671086380037,28,0.0608616267443377,344,0.74772855714472,22871,49.713080902491,7194,15.6370908142416,2506,5.44711559361822,111,0.241272877450767,35,7,9853,28406,34.69%
Menard,2242,1425,63.5593220338983,11,0.490633363068689,6,0.421052631578947,3,0.133809099018733,0,0,1,0.0446030330062444,6,0.267618198037467,790,35.2363960749331,411,18.3318465655665,65,2.89919714540589,5,0.223015165031222,1,0,482,1530,31.5%
Midland,136872,72822,53.2044537962476,8675,6.33803845929043,552,0.758012688473264,1639,1.19746916827401,42,0.0306856040680344,211,0.154158629960839,1331,0.972441405108422,51600,37.6994564264422,20204,14.7612367759659,3012,2.20059617745046,327,0.238909345958268,32,2,23577,75348,31.29%
Milam,24757,16216,65.5006664781678,2380,9.61344266268126,76,0.468672915638875,95,0.383729854182655,0,0,10,0.0403926162297532,200,0.807852324595064,5780,23.3469321807973,3576,14.4443995637597,1293,5.22276527850709,79,0.31910166821505,13,3,4964,14411,34.45%
Mills,4936,4024,81.5235008103728,26,0.526742301458671,15,0.372763419483101,10,0.20259319286872,1,0.020259319286872,0,0,42,0.850891410048622,818,16.5721231766613,1194,24.1896272285251,134,2.71474878444084,19,0.384927066450567,6,0,1353,3368,40.17%
Mitchell,9403,4753,50.5476975433372,1043,11.0922046155482,44,0.925731117189144,27,0.287142401361268,0,0,10,0.10634903754121,45,0.478570668935446,3481,37.0200999680953,1020,10.8476018292034,176,1.8717430607253,9,0.0957141337870892,5,1,1211,4564,26.53%
Montague,19719,17347,87.9709924438359,38,0.192707540950352,137,0.789761918487347,59,0.29920381358081,3,0.0152137532329226,3,0.0152137532329226,202,1.02439271768345,1930,9.78751457984685,5691,28.8604898828541,916,4.64526598711902,106,0.537552614229931,29,1,6743,12930,52.15%
Montgomery,455746,324611,71.2262971040887,18537,4.06739719054034,1807,0.556666286724726,9347,2.05092310190325,241,0.0528803324658911,635,0.13933199633129,5870,1.28799813931444,94698,20.7786793520952,83938,18.4177151307965,19179,4.20826513013828,1434,0.314648949195385,338,6,104895,281496,37.26%
Moore,21904,8370,38.2121986851717,287,1.31026296566837,107,1.27837514934289,1323,6.0399926953981,18,0.0821767713659605,61,0.278487947406866,196,0.89481373265157,11542,52.6935719503287,2421,11.0527757487217,301,1.37417823228634,33,0.150657414170928,10,1,2766,9336,29.63%
Morris,12934,8636,66.7697541363847,2952,22.8235657955775,82,0.94951366373321,43,0.33245708984073,3,0.0231946806865625,7,0.0541209216019793,208,1.60816452760167,1003,7.75475490954075,2033,15.7182619452606,1031,7.97123859594866,38,0.293799288696459,5,1,3108,8525,36.46%
Motley,1210,1013,83.7190082644628,24,1.98347107438017,8,0.789733464955577,0,0,0,0,0,0,2,0.165289256198347,163,13.4710743801653,344,28.4297520661157,20,1.65289256198347,7,0.578512396694215,1,0,372,791,47.03%
Nacogdoches,64524,39699,61.5259438348521,11573,17.9359618126589,230,0.579359681604071,775,1.20110346537722,15,0.0232471638460108,54,0.0836897898456388,822,1.27394457876139,11356,17.5996528423532,9021,13.9808443369909,2845,4.40921207612671,130,0.20147541999876,43,3,12042,30741,39.17%
Navarro,47735,28587,59.8868754582591,6490,13.5958939981146,155,0.542204498548291,239,0.500680842149366,380,0.796061590028281,40,0.0837959568450822,499,1.0453545616424,11345,23.7666282601864,6983,14.6286791662302,2376,4.97747983659788,118,0.247198072692993,55,0,9532,27357,34.84%
Newton,14445,10825,74.9394254067151,2891,20.0138456213223,77,0.711316397228637,62,0.429214260989962,1,0.00692281066112842,0,0,186,1.28764278296989,403,2.78989269643475,2161,14.9601938386985,703,4.86673589477328,28,0.193838698511596,11,2,2905,8955,32.44%
Nolan,15216,9191,60.4035226077813,666,4.37697160883281,44,0.478729191600479,58,0.38117770767613,0,0,8,0.0525762355415352,146,0.959516298633018,5103,33.5370662460568,2117,13.9129863301788,474,3.11514195583596,38,0.249737118822292,15,1,2645,8554,30.92%
Nueces,340223,111870,32.8813748629575,12178,3.57941702941894,882,0.78841512469831,5495,1.61511714375571,209,0.0614302971874329,399,0.117276021903281,2897,0.851500339483221,206293,60.6346425726656,30854,9.06875784411989,24746,7.27346475693883,998,0.293337017191665,405,2,57005,190179,29.97%
Ochiltree,10223,5062,49.5157977110437,19,0.185855424043823,66,1.30383247728171,24,0.234764746160618,3,0.0293455932700773,0,0,67,0.655384916365059,4982,48.733248557175,1500,14.6727966350386,70,0.684730509635136,12,0.117382373080309,6,2,1590,5223,30.44%
Oldham,2052,1699,82.7972709551657,60,2.92397660818713,11,0.64743967039435,17,0.828460038986355,0,0,0,0,22,1.07212475633528,243,11.8421052631579,519,25.2923976608187,33,1.60818713450292,6,0.292397660818713,1,0,559,1350,41.41%
Orange,81837,67895,82.9636961276684,6922,8.45827681855395,340,0.50077325281685,797,0.973887117074184,38,0.0464337646785684,73,0.0892017058298814,1006,1.22927282280631,4766,5.82377164363308,13400,16.3740117550741,3600,4.39898823270648,220,0.268827058665396,41,5,17266,50528,34.17%
Palo Pinto,28111,21958,78.1117711927715,597,2.12372380918502,135,0.614810091993806,132,0.469567073387642,11,0.0391305894489702,13,0.0462452420760556,280,0.996051367791968,4985,17.7332716730106,4410,15.6878090427235,1141,4.05890932375227,91,0.323716694532389,28,1,5671,17022,33.32%
Panola,23796,17521,73.6300218524122,3850,16.1791897797949,84,0.479424690371554,72,0.302571860816944,3,0.0126071608673727,24,0.100857286938981,272,1.14304925197512,1970,8.27870230290805,4614,19.3898134140192,1069,4.49235165574046,56,0.23533366952429,13,0,5752,15763,36.49%
Parker,116927,99698,85.2651654451068,1842,1.5753418799764,768,0.770326385684768,631,0.539652945855106,35,0.0299332061884766,64,0.0547350056017857,1479,1.26489177007877,12410,10.6134596799713,25683,21.9649867011041,5540,4.73799892240458,476,0.407091604163281,157,3,31859,78345,40.67%
Parmer,10269,3943,38.3971175382218,91,0.886162235855487,17,0.431143799137712,18,0.175284837861525,8,0.0779043723829,2,0.019476093095725,26,0.253189210244425,6164,60.0253189210244,1234,12.0167494400623,153,1.48992112182296,8,0.0779043723829,5,0,1400,4387,31.91%
Pecos,15507,4326,27.8970787386342,528,3.40491390984717,57,1.31761442441054,74,0.47720384342555,5,0.0322435029341588,17,0.10962790997614,70,0.451409041078223,10430,67.2599471206552,2146,13.8389114593409,817,5.26858837944154,46,0.296640226994261,20,2,3031,8146,37.21%
Polk,45413,32830,72.2920749565102,5153,11.3469711316143,778,2.36978373438928,180,0.396362275119459,7,0.0154140884768679,14,0.0308281769537357,492,1.08339021865985,5959,13.1217933190937,7858,17.3034153216039,2410,5.30685046132165,185,0.407372338317222,37,6,10496,37149,28.25%
Potter,121073,59322,48.9968861761086,11823,9.76518298877537,602,1.01480057988605,4675,3.8613068148968,43,0.0355157632172326,155,0.128021937178397,1761,1.45449439594294,42692,35.2613712388394,10584,8.74183343932999,2925,2.41589784675361,192,0.158582012504852,51,3,13755,52747,26.08%
Presidio,7818,1136,14.5305704783832,27,0.34535686876439,22,1.93661971830986,75,0.959324635456638,0,0,3,0.0383729854182655,34,0.434893834740343,6521,83.4100793041699,364,4.65592223074955,613,7.84088002046559,18,0.230237912509593,8,1,1004,5288,18.99%
Rains,10914,9553,87.5297782664468,249,2.28147333699835,95,0.994452004605883,55,0.503939893714495,1,0.00916254352208173,0,0,122,1.11783030969397,839,7.68737401502657,1976,18.1051859996335,440,4.03151914971596,23,0.21073850100788,12,0,2451,6819,35.94%
Randall,120725,94361,78.1619382895009,2701,2.23731621453717,586,0.621019277031825,1625,1.34603437564713,29,0.0240215365500104,93,0.0770345827293435,1555,1.28805135638849,19775,16.3802029405674,24134,19.9908883826879,3650,3.0234002899151,355,0.294056740525989,75,3,28217,80151,35.2%
Reagan,3367,1219,36.2043362043362,65,1.93050193050193,7,0.574241181296144,1,0.0297000297000297,0,0,1,0.0297000297000297,23,0.683100683100683,2051,60.9147609147609,425,12.6225126225126,68,2.01960201960202,10,0.297000297000297,3,0,506,1774,28.52%
Real,3309,2398,72.4690238742823,20,0.604412209126624,23,0.959132610508757,2,0.0604412209126624,12,0.362647325475975,1,0.0302206104563312,39,1.17860380779692,814,24.5995769114536,862,26.0501662133575,175,5.28860682985796,14,0.423088546388637,2,2,1055,2437,43.29%
Red River,12860,9503,73.895800933126,2211,17.1928460342146,92,0.968115332000421,23,0.178849144634526,0,0,3,0.0233281493001555,179,1.39191290824261,849,6.60186625194401,1993,15.49766718507,730,5.67651632970451,31,0.241057542768274,14,0,2768,7927,34.92%
Reeves,13783,2690,19.5167960531089,672,4.87557135601828,21,0.780669144981413,118,0.856127113110353,2,0.0145106290357687,20,0.145106290357687,27,0.195893491982877,10233,74.2436334615106,695,5.04244358992962,510,3.70021040412102,10,0.0725531451788435,5,2,1222,6549,18.66%
Refugio,7383,3337,45.1984288229717,445,6.02736015169985,25,0.749175906502847,27,0.365704997968306,0,0,9,0.121901665989435,53,0.717865366382229,3487,47.2301232561289,1238,16.7682513883245,750,10.1584721657863,37,0.501151293512122,14,1,2040,5033,40.53%
Roberts,929,841,90.5274488697524,0,0,3,0.356718192627824,2,0.215285252960172,0,0,0,0,9,0.968783638320775,74,7.96555435952637,324,34.8762109795479,15,1.61463939720129,5,0.538213132400431,1,0,345,678,50.88%
